Date,Category,Brand,Day_of_Week,Holiday_Indicator,Past_Purchase_Trends,Price,Discount,Competitor_Price,Sales_Quantity
25/02/22,Clothing,BrandA,4,0,42,431.72,40.51,283.05,371
25/02/22,Clothing,BrandA,4,0,44,247.19,14.51,178.86,249
21/02/22,Clothing,BrandA,0,0,79.3,349.6,13.06,319.91,377
21/02/22,Clothing,BrandA,0,0,99.3,79.89,42.9,61.4,139
17/02/22,Clothing,BrandA,3,0,20.5,197.12,30.8,433.67,140
13/02/22,Clothing,BrandA,6,1,64.3,152.78,41.95,63.66,84
9/2/2022,Clothing,BrandA,2,0,57.5,294.29,11.39,152.44,44
5/2/2022,Clothing,BrandA,5,0,61.5,249.05,7.2,163.27,256
1/2/2022,Clothing,BrandA,1,0,17.1,209.98,28.25,129.2,247
24/01/22,Clothing,BrandA,0,0,21.4,254.43,31.66,275.39,218
12/1/2022,Clothing,BrandA,2,0,19.1,193.58,30,406.93,255
8/1/2022,Clothing,BrandA,5,0,98.7,333.82,36.46,63.01,77
4/1/2022,Clothing,BrandA,1,0,8.5,368.62,6.83,479.2,190
31/12/21,Clothing,BrandA,4,0,87,207.54,42.14,215.78,444
27/12/21,Clothing,BrandA,0,0,76.4,479.52,20.53,206.55,255
27/12/21,Clothing,BrandA,0,0,44.8,284.1,14.94,107.72,425
15/12/21,Clothing,BrandA,2,0,46.4,256,44.11,269.37,283
11/12/2021,Clothing,BrandA,5,0,89.3,315.27,5.41,371.3,137
11/12/2021,Clothing,BrandA,5,0,5.1,421.77,28.48,119.18,220
7/12/2021,Clothing,BrandA,1,0,70.5,381.55,38.69,190.31,278
7/12/2021,Clothing,BrandA,1,0,63.1,413.54,20.91,472.97,24
3/12/2021,Clothing,BrandA,4,0,26.2,122.83,49.88,220.23,403
29/11/21,Clothing,BrandA,0,0,40.7,217.91,16.53,98.75,464
25/11/21,Clothing,BrandA,3,0,14.5,78.2,42.04,241.81,107
21/11/21,Clothing,BrandA,6,1,43.5,370.25,23.14,368.2,377
21/11/21,Clothing,BrandA,6,1,38.9,73.17,11.81,262.73,62
17/11/21,Clothing,BrandA,2,0,40.4,160.54,10.44,456.02,
9/11/2021,Clothing,BrandA,1,0,42.8,286.26,35.01,76.77,47
1/11/2021,Clothing,BrandA,0,0,60.4,472.65,23.05,404.24,251
20/10/21,Clothing,BrandA,2,0,82.1,420.45,5.32,256.89,427
16/10/21,Clothing,BrandA,5,0,9.6,93.49,44.92,307.17,61
30/09/21,Clothing,BrandA,3,0,31.7,351.18,8.08,157.02,84
26/09/21,Clothing,BrandA,6,1,29.7,246.54,44.7,356.48,342
22/09/21,Clothing,BrandA,2,0,54,465.99,29.34,426.05,156
22/09/21,Clothing,BrandA,2,0,62.9,73.7,47.85,304.22,22
22/09/21,Clothing,BrandA,2,0,74.1,270.9,41.78,346.23,386
18/09/21,Clothing,BrandA,5,0,39.4,441.48,17.05,82.37,357
18/09/21,Clothing,BrandA,5,0,73.1,497.52,26.01,251.9,348
10/9/2021,Clothing,BrandA,4,0,34.1,101.84,6.54,253.72,69
10/9/2021,Clothing,BrandA,4,0,7.2,413.54,11.6,333.52,35
6/9/2021,Clothing,BrandA,0,0,43.3,400.41,29.08,381.76,67
6/9/2021,Clothing,BrandA,0,0,9.6,304.07,41.39,289.29,281
6/9/2021,Clothing,BrandA,0,0,56.9,451.33,48.74,473.99,341
6/9/2021,Clothing,BrandA,0,0,64.9,420.82,31.7,451.13,339
29/08/21,Clothing,BrandA,6,1,84.9,175.82,7.65,393.68,470
29/08/21,Clothing,BrandA,6,1,92.4,189.05,38.07,248.3,415
25/08/21,Clothing,BrandA,2,0,32.7,482.14,24.64,132.82,112
21/08/21,Clothing,BrandA,5,0,36.5,372.74,41.11,254.11,401
13/08/21,Clothing,BrandA,4,0,70.5,329.57,5.51,221.66,361
13/08/21,Clothing,BrandA,4,0,7.2,319.06,5.05,84.56,174
9/8/2021,Clothing,BrandA,0,0,53.5,175.16,28.28,372.93,373
28/07/21,Clothing,BrandA,2,0,44.5,225.09,19.75,126.68,315
28/07/21,Clothing,BrandA,2,0,34.1,64.87,5.19,281.89,306
28/07/21,Clothing,BrandA,2,0,19.1,76.31,28.11,356.87,322
28/07/21,Clothing,BrandA,2,0,93.6,98.27,25.32,116.93,261
28/07/21,Clothing,BrandA,2,0,20.4,306.93,16.46,406.55,305
24/07/21,Clothing,BrandA,5,0,25.1,480.72,46.87,324.23,161
20/07/21,Clothing,BrandA,1,0,31.7,305.93,44.62,321.78,429
20/07/21,Clothing,BrandA,1,0,97.4,211.97,25.47,348.64,294
16/07/21,Clothing,BrandA,4,0,27.7,80.34,43.85,103.23,419
8/7/2021,Clothing,BrandA,3,0,79.8,440.48,35.28,460.25,139
4/7/2021,Clothing,BrandA,6,1,39,97.03,21.49,320.29,448
30/06/21,Clothing,BrandA,2,0,13.2,387.65,8.21,92.67,16
26/06/21,Clothing,BrandA,5,0,5.8,156.31,44.28,469.22,277
26/06/21,Clothing,BrandA,5,0,60.1,74.89,29.71,105.43,56
26/06/21,Clothing,BrandA,5,0,30.9,239.72,45.01,252.39,367
22/06/21,Clothing,BrandA,1,0,74.3,283.54,24.3,230.98,263
18/06/21,Clothing,BrandA,4,0,20.3,370.22,17.86,105.48,333
14/06/21,Clothing,BrandA,0,0,81.5,152.95,17.08,364.5,248
14/06/21,Clothing,BrandA,0,0,52.8,133.43,29.7,418.75,490
6/6/2021,Clothing,BrandA,6,1,79.7,302.06,14.35,306.37,369
2/6/2021,Clothing,BrandA,2,0,9.5,468.13,45.61,405.04,350
29/05/21,Clothing,BrandA,5,0,8.6,284.97,26.78,212.09,368
25/05/21,Clothing,BrandA,1,0,54.2,397.97,10.86,166.39,109
25/05/21,Clothing,BrandA,1,0,29.6,393.68,8.01,278.01,222
17/05/21,Clothing,BrandA,0,0,57.8,342.86,38.24,126.9,273
17/05/21,Clothing,BrandA,0,0,71.1,114.34,19.8,178.04,23
13/05/21,Clothing,BrandA,3,0,28.6,226.32,36.96,446.23,156
13/05/21,Clothing,BrandA,3,0,74.9,136.49,23.36,344.66,315
9/5/2021,Clothing,BrandA,6,1,88.2,278.02,38.38,254.5,62
9/5/2021,Clothing,BrandA,6,1,31.5,57.38,22.86,431.72,13
5/5/2021,Clothing,BrandA,2,0,99.3,404.08,32.09,276.68,318
5/5/2021,Clothing,BrandA,2,0,71.9,195.15,7.97,84.81,307
1/5/2021,Clothing,BrandA,5,0,69.5,84.26,42.15,459.49,456
1/5/2021,Clothing,BrandA,5,0,79.3,263.71,19.88,293.47,385
27/04/21,Clothing,BrandA,1,0,39.3,94.59,26.26,43.01,78
27/04/21,Clothing,BrandA,1,0,49.4,194.65,27.88,101.65,108
27/04/21,Clothing,BrandA,1,0,24.8,394.93,23.24,266.74,250
23/04/21,Clothing,BrandA,4,0,98.7,277.6,30.86,368.87,347
23/04/21,Clothing,BrandA,4,0,52.2,258.14,15.39,465.04,395
19/04/21,Clothing,BrandA,0,0,53.9,69.81,35.02,133.83,310
19/04/21,Clothing,BrandA,0,0,94.3,307.14,20.99,420.04,215
7/4/2021,Clothing,BrandA,2,0,91.1,240.82,12.84,115.95,71
7/4/2021,Clothing,BrandA,2,0,96.2,277.64,47.35,100.15,482
30/03/21,Clothing,BrandA,1,0,63.2,218.47,13.66,289.38,127
26/03/21,Clothing,BrandA,4,0,97.7,126.2,6.55,390.12,66
26/03/21,Clothing,BrandA,4,0,32.9,207.39,13.13,449.01,293
22/03/21,Clothing,BrandA,0,0,56.8,210.48,8.52,454.67,120
22/03/21,Clothing,BrandA,0,0,58.5,115.86,35.43,157.66,465
18/03/21,Clothing,BrandA,3,0,24.6,185.67,8.87,64.87,245
14/03/21,Clothing,BrandA,6,1,84,253.02,47.53,267.43,492
6/3/2021,Clothing,BrandA,5,0,97.9,148.01,27.84,125.06,393
26/02/21,Clothing,BrandA,4,0,33.2,246.65,38.29,248.69,417
18/02/21,Clothing,BrandA,3,0,80.7,250.06,28.97,426.65,10
18/02/21,Clothing,BrandA,3,0,53.1,322.38,44.54,377.31,317
18/02/21,Clothing,BrandA,3,0,95.2,133.56,17.45,194.78,87
18/02/21,Clothing,BrandA,3,0,24.3,66.48,20.44,456.4,467
18/02/21,Clothing,BrandA,3,0,61.6,312.16,15.56,374.05,332
14/02/21,Clothing,BrandA,6,1,23,217.96,26.14,123.11,106
6/2/2021,Clothing,BrandA,5,0,30.6,151.02,7.21,127.41,15
29/01/21,Clothing,BrandA,4,0,70.9,116.74,15.72,92.24,72
29/01/21,Clothing,BrandA,4,0,87.3,161.11,28.06,329.97,297
25/01/21,Clothing,BrandA,0,0,97.5,279.4,13.63,78.01,239
21/01/21,Clothing,BrandA,3,0,65.8,201.4,20.33,237.59,408
30/09/24,Clothing,BrandB,0,0,31.7,145.36,10.05,58.09,267
30/09/24,Clothing,BrandB,0,0,63.4,306.1,33.31,202.71,
26/09/24,Clothing,BrandB,3,0,38.6,173.49,11.06,360.6,49
22/09/24,Clothing,BrandB,6,1,94.9,67.95,42.12,428.82,273
22/09/24,Clothing,BrandB,6,1,82.4,324.88,30.84,44.26,286
14/09/24,Clothing,BrandB,5,0,6.8,222.59,23.33,94.8,62
6/9/2024,Clothing,BrandB,4,0,75.7,391.77,41.16,418.99,48
25/08/24,Clothing,BrandB,6,1,37,402.87,25.54,104.14,
21/08/24,Clothing,BrandB,2,0,6.5,120.47,35.06,134.69,10
21/08/24,Clothing,BrandB,2,0,95.6,406.79,34.43,44.69,268
9/8/2024,Clothing,BrandB,4,0,15.6,404.37,31.92,110.81,280
5/8/2024,Clothing,BrandB,0,0,48.7,426.45,21.76,317.65,50
1/8/2024,Clothing,BrandB,3,0,65.1,290.61,31,416.32,375
28/07/24,Clothing,BrandB,6,1,90.5,494.04,45.44,245.49,251
24/07/24,Clothing,BrandB,2,0,86.9,331.76,38.02,370.18,103
20/07/24,Clothing,BrandB,5,0,32.6,426.47,9.1,479.56,243
16/07/24,Clothing,BrandB,1,0,27.5,331.75,44.25,57.07,346
16/07/24,Clothing,BrandB,1,0,60.4,129.08,39.18,55.85,262
16/07/24,Clothing,BrandB,1,0,63.6,376.99,22.24,239.43,111
16/07/24,Clothing,BrandB,1,0,53.1,440.51,23.59,76.85,63
12/7/2024,Clothing,BrandB,4,0,97.3,119.73,6.13,96.05,246
12/7/2024,Clothing,BrandB,4,0,56.4,219.54,13.14,274.24,274
12/7/2024,Clothing,BrandB,4,0,92.3,177.64,20.82,265.4,338
12/7/2024,Clothing,BrandB,4,0,78.3,298.49,40.46,166.55,347
4/7/2024,Clothing,BrandB,3,0,12.6,134.62,11.59,49.47,402
4/7/2024,Clothing,BrandB,3,0,79.6,153.71,32.08,297.59,225
4/7/2024,Clothing,BrandB,3,0,19.8,57.82,13.79,394.72,176
30/06/24,Clothing,BrandB,6,1,18.1,385.21,27.73,124.15,349
22/06/24,Clothing,BrandB,5,0,73.6,196.12,31.51,419.04,411
18/06/24,Clothing,BrandB,1,0,53.1,91.57,46.43,146.65,317
14/06/24,Clothing,BrandB,4,0,23.3,129.22,19.4,333.49,374
10/6/2024,Clothing,BrandB,0,0,12.9,205.55,9.22,300.43,448
6/6/2024,Clothing,BrandB,3,0,82.4,165.11,44.4,140.7,166
2/6/2024,Clothing,BrandB,6,1,9.3,329.04,49.44,226.28,79
29/05/24,Clothing,BrandB,2,0,62.2,124.77,22.27,388.03,322
25/05/24,Clothing,BrandB,5,0,86.1,371.5,7.8,101.94,446
21/05/24,Clothing,BrandB,1,0,14,158.57,20.69,336.02,112
21/05/24,Clothing,BrandB,1,0,7,235.12,43.64,41.02,66
17/05/24,Clothing,BrandB,4,0,99.1,227.95,41.3,386.9,
17/05/24,Clothing,BrandB,4,0,51.7,104.83,27.82,195,150
9/5/2024,Clothing,BrandB,3,0,13,229.15,19.78,397.55,211
5/5/2024,Clothing,BrandB,6,1,55.9,329.82,32.49,419.43,210
1/5/2024,Clothing,BrandB,2,0,51.8,303.69,38.66,404.85,450
1/5/2024,Clothing,BrandB,2,0,16,189.53,35.55,367.12,202
23/04/24,Clothing,BrandB,1,0,5.9,404.99,49.35,290.26,170
19/04/24,Clothing,BrandB,4,0,60.4,190.97,37.64,260.11,16
19/04/24,Clothing,BrandB,4,0,90.9,215.31,35.35,193.56,289
15/04/24,Clothing,BrandB,0,0,69.2,391.98,44.47,450.45,330
11/4/2024,Clothing,BrandB,3,0,87.8,429.41,24.11,426.83,423
7/4/2024,Clothing,BrandB,6,1,62,106.98,5.64,454.26,322
3/4/2024,Clothing,BrandB,2,0,74.6,108.05,6.64,217.78,475
3/4/2024,Clothing,BrandB,2,0,9.5,354.98,30.97,240.32,361
30/03/24,Clothing,BrandB,5,0,8.1,497.7,49.41,208.09,299
22/03/24,Clothing,BrandB,4,0,80,406.26,5.35,399.15,98
18/03/24,Clothing,BrandB,0,0,34.7,101.25,27.23,341.47,196
14/03/24,Clothing,BrandB,3,0,10.2,486.68,37.66,260.26,15
14/03/24,Clothing,BrandB,3,0,78.4,108.41,6.23,351.37,52
10/3/2024,Clothing,BrandB,6,1,49.3,185.22,11.61,236.62,488
6/3/2024,Clothing,BrandB,2,0,91.6,364.64,22.83,337.57,319
2/3/2024,Clothing,BrandB,5,0,33.8,394.92,18.91,358.18,446
27/02/24,Clothing,BrandB,1,0,33.1,450.17,27.19,211.38,255
23/02/24,Clothing,BrandB,4,0,48.7,182.08,39.1,127.96,461
23/02/24,Clothing,BrandB,4,0,92,64.54,39.65,232.65,409
19/02/24,Clothing,BrandB,0,0,15.9,149.16,20.33,283.39,309
19/02/24,Clothing,BrandB,0,0,62.6,469.34,26.77,129.05,102
19/02/24,Clothing,BrandB,0,0,9.1,451.37,41.12,70.68,187
19/02/24,Clothing,BrandB,0,0,16.9,354.22,11.12,314.85,417
15/02/24,Clothing,BrandB,3,0,35.5,338.22,43.98,197.47,170
15/02/24,Clothing,BrandB,3,0,93.9,193.74,13.19,332.84,482
15/02/24,Clothing,BrandB,3,0,39.2,288.67,26.27,221.47,45
11/2/2024,Clothing,BrandB,6,1,67.6,331.47,21.25,275.76,140
7/2/2024,Clothing,BrandB,2,0,89.7,486.14,47.43,449.58,16
3/2/2024,Clothing,BrandB,5,0,77.2,354.85,6.17,359.01,191
26/01/24,Clothing,BrandB,4,0,70.5,487.52,25.41,119.09,285
26/01/24,Clothing,BrandB,4,0,42.8,424.12,11.2,377.21,425
22/01/24,Clothing,BrandB,0,0,46.4,314.42,36.8,155.44,45
22/01/24,Clothing,BrandB,0,0,63.1,437.6,16.8,345.55,473
18/01/24,Clothing,BrandB,3,0,34.5,463.82,36.07,437.4,236
18/01/24,Clothing,BrandB,3,0,15.7,293.07,46.44,262.5,373
14/01/24,Clothing,BrandB,6,1,26.4,264.07,31.34,297.54,498
10/1/2024,Clothing,BrandB,2,0,56.1,353.89,25,386.05,185
10/1/2024,Clothing,BrandB,2,0,58.9,462.56,21.72,135.84,245
6/1/2024,Clothing,BrandB,5,0,35.7,252.09,42.74,264.82,354
2/1/2024,Clothing,BrandB,1,0,41.9,181.48,33.98,281.44,279
29/12/23,Clothing,BrandB,4,0,28.7,148.81,49.9,271.03,360
25/12/23,Clothing,BrandB,0,0,10.1,324.78,5.05,206.15,12
21/12/23,Clothing,BrandB,3,0,36.2,400.68,38.9,479.11,
21/12/23,Clothing,BrandB,3,0,38.6,426.06,15.98,230.89,479
17/12/23,Clothing,BrandB,6,1,37.3,495.05,33.02,440.78,464
17/12/23,Clothing,BrandB,6,1,38.7,325.96,41.21,50.74,281
13/12/23,Clothing,BrandB,2,0,99.7,77.79,41.59,234.54,376
5/12/2023,Clothing,BrandB,1,0,71.8,84.28,21.59,414.45,222
5/12/2023,Clothing,BrandB,1,0,37.8,70.45,49.53,335.89,399
1/12/2023,Clothing,BrandB,4,0,53,217.09,41.32,380.81,346
23/11/23,Clothing,BrandB,3,0,87.9,493.06,7.75,335.76,320
23/11/23,Clothing,BrandB,3,0,77.3,280.18,21.43,294.99,349
15/11/23,Clothing,BrandB,2,0,75.1,276.52,39.31,319.37,133
15/11/23,Clothing,BrandB,2,0,31.2,281.56,33.97,345.21,30
11/11/2023,Clothing,BrandB,5,0,38.2,437.82,33.3,404.11,70
7/11/2023,Clothing,BrandB,1,0,97.7,214.39,5.36,215,410
3/11/2023,Clothing,BrandB,4,0,92.9,225.1,38.26,424.56,91
26/10/23,Clothing,BrandB,3,0,54,166.62,34.59,290.65,92
26/10/23,Clothing,BrandB,3,0,61,297.02,13.22,171.87,251
18/10/23,Clothing,BrandB,2,0,33.6,97.21,6.54,186.99,349
14/10/23,Clothing,BrandB,5,0,77,145.34,47.26,431.94,199
10/10/2023,Clothing,BrandB,1,0,18,154.92,20.94,390.41,267
6/10/2023,Clothing,BrandB,4,0,32.8,261.34,23.85,408.67,207
2/10/2023,Clothing,BrandB,0,0,16.6,55.13,46.54,239.33,120
2/10/2023,Clothing,BrandB,0,0,68.1,474.58,36.06,178.94,240
2/10/2023,Clothing,BrandB,0,0,59.2,336.03,34.81,271.79,423
2/10/2023,Clothing,BrandB,0,0,49,129.05,17.52,259.02,124
28/09/23,Clothing,BrandB,3,0,47.7,392.14,9.76,407.9,232
24/09/23,Clothing,BrandB,6,1,13.8,378.46,33.58,235.96,368
24/09/23,Clothing,BrandB,6,1,24.1,246.71,37.18,190.28,332
20/09/23,Clothing,BrandB,2,0,83.5,95.32,16.37,420.45,272
12/9/2023,Clothing,BrandB,1,0,52.6,51.95,39.11,252.27,241
12/9/2023,Clothing,BrandB,1,0,49,167.84,41.3,218.37,174
8/9/2023,Clothing,BrandB,4,0,98.1,499.9,38.61,279.73,266
8/9/2023,Clothing,BrandB,4,0,48.4,276.16,6.85,436.36,479
31/08/23,Clothing,BrandB,3,0,19.4,432.62,31.12,293.4,345
27/08/23,Clothing,BrandB,6,1,7.8,259.15,6.19,347.82,422
15/08/23,Clothing,BrandB,1,0,60.1,68.99,9.92,73.63,82
11/8/2023,Clothing,BrandB,4,0,53.8,98.96,8.4,213.41,439
11/8/2023,Clothing,BrandB,4,0,96.7,474.32,18.76,433.12,212
7/8/2023,Clothing,BrandB,0,0,9,183.15,42.01,236.1,409
3/8/2023,Clothing,BrandB,3,0,7.8,229.49,23.94,474.7,391
3/8/2023,Clothing,BrandB,3,0,67.2,372.69,37.8,404,245
26/07/23,Clothing,BrandB,2,0,29.4,348.08,32.36,98.08,264
26/07/23,Clothing,BrandB,2,0,89.5,295.08,6.6,111.5,496
22/07/23,Clothing,BrandB,5,0,81.5,493.12,27.94,304.44,29
22/07/23,Clothing,BrandB,5,0,75.6,474.44,40.19,294.02,391
22/07/23,Clothing,BrandB,5,0,14.4,345.38,10.52,326.85,43
18/07/23,Clothing,BrandB,1,0,82.7,389.91,32.18,94.92,81
18/07/23,Clothing,BrandB,1,0,80.5,129.54,8.18,275.95,482
14/07/23,Clothing,BrandB,4,0,8.7,101.83,49.67,160.86,55
6/7/2023,Clothing,BrandB,3,0,48.5,108.61,20.67,305,34
28/06/23,Clothing,BrandB,2,0,62.7,165.71,31.13,424.77,356
28/06/23,Clothing,BrandB,2,0,92.6,401.12,49.13,130.11,63
28/06/23,Clothing,BrandB,2,0,39.7,390.69,8.3,138.04,310
28/06/23,Clothing,BrandB,2,0,82.1,74.13,32.86,212.37,184
28/06/23,Clothing,BrandB,2,0,25.4,345.18,34.4,451.09,84
20/06/23,Clothing,BrandB,1,0,74.9,456.55,25.32,362.38,362
20/06/23,Clothing,BrandB,1,0,67.7,317.88,49.39,381.84,373
16/06/23,Clothing,BrandB,4,0,81.5,413.95,23,42.22,376
12/6/2023,Clothing,BrandB,0,0,13.5,94.18,18.68,458.6,107
8/6/2023,Clothing,BrandB,3,0,72.1,121.27,44.14,85.15,425
8/6/2023,Clothing,BrandB,3,0,11.1,348.53,37.08,280.54,496
4/6/2023,Clothing,BrandB,6,1,55.6,364.85,44.65,225.77,52
19/05/23,Clothing,BrandB,4,0,64.5,328.2,20.37,459.27,
19/05/23,Clothing,BrandB,4,0,28.8,314.53,23.97,152.18,432
19/05/23,Clothing,BrandB,4,0,92.8,470.43,48.06,170.07,408
19/05/23,Clothing,BrandB,4,0,78.3,225.37,18.18,259.88,33
15/05/23,Clothing,BrandB,0,0,48.4,150.89,40.23,412.78,210
3/5/2023,Clothing,BrandB,2,0,85.9,232.43,36.12,81.82,261
25/04/23,Clothing,BrandB,1,0,16,339.37,48.53,434.21,460
25/04/23,Clothing,BrandB,1,0,35.3,280.37,33.39,318.15,446
21/04/23,Clothing,BrandB,4,0,34.8,383.95,46.57,68.88,27
21/04/23,Clothing,BrandB,4,0,85.9,236.45,34.85,230.68,64
13/04/23,Clothing,BrandB,3,0,14.1,408.04,22.33,322.88,90
13/04/23,Clothing,BrandB,3,0,59.2,343.69,32.51,244.34,243
9/4/2023,Clothing,BrandB,6,1,27.2,305.15,7.8,108.58,93
9/4/2023,Clothing,BrandB,6,1,95,400.55,28.8,475.13,271
5/4/2023,Clothing,BrandB,2,0,37.7,82.28,42.9,466.25,393
1/4/2023,Clothing,BrandB,5,0,37.2,189.07,15.94,222.16,113
28/03/23,Clothing,BrandB,1,0,5.3,96.33,45.06,471.01,322
20/03/23,Clothing,BrandB,0,0,92.3,217.09,30.25,240.51,52
16/03/23,Clothing,BrandB,3,0,56.2,340.86,12.32,133.31,422
16/03/23,Clothing,BrandB,3,0,95.8,149.35,23.02,72.66,45
16/03/23,Clothing,BrandB,3,0,52.8,54,22.13,290.63,446
12/3/2023,Clothing,BrandB,6,1,12.5,129.91,42.52,255.18,251
12/3/2023,Clothing,BrandB,6,1,56.9,381.1,22.47,281.32,
8/3/2023,Clothing,BrandB,2,0,80.6,338.52,21.74,241.51,439
8/3/2023,Clothing,BrandB,2,0,43.5,311.85,31.72,225.56,27
4/3/2023,Clothing,BrandB,5,0,37.2,276.13,33.75,264.76,134
4/3/2023,Clothing,BrandB,5,0,67.7,212.96,37.65,313.31,482
28/02/23,Clothing,BrandB,1,0,7.2,274.09,48.49,247.96,52
16/02/23,Clothing,BrandB,3,0,70,340.49,20.58,346.8,487
16/02/23,Clothing,BrandB,3,0,52.2,131.57,16.54,125.53,
16/02/23,Clothing,BrandB,3,0,14,131.46,6.32,254.79,72
12/2/2023,Clothing,BrandB,6,1,65.6,410.49,46.32,297.55,115
12/2/2023,Clothing,BrandB,6,1,81.6,146.66,11.06,47.58,196
8/2/2023,Clothing,BrandB,2,0,95.8,485.12,38.79,71.25,227
31/01/23,Clothing,BrandB,1,0,67.3,74.32,5,282.74,432
27/01/23,Clothing,BrandB,4,0,84.8,466.29,24.48,453.31,349
23/01/23,Clothing,BrandB,0,0,83.2,341.82,32.98,95.55,165
15/01/23,Clothing,BrandB,6,1,43.9,309.47,15.39,112.18,458
15/01/23,Clothing,BrandB,6,1,92.1,228.53,23.23,199.62,217
11/1/2023,Clothing,BrandB,2,0,41.9,485.33,13.99,114.19,268
11/1/2023,Clothing,BrandB,2,0,87.9,254.26,16.39,376.57,440
7/1/2023,Clothing,BrandB,5,0,65.9,406.56,22.77,138.04,
30/12/22,Clothing,BrandB,4,0,51.9,294.24,46.08,323.92,16
30/12/22,Clothing,BrandB,4,0,28.8,121.3,42.45,475.57,189
30/12/22,Clothing,BrandB,4,0,81,358.32,18.31,82.53,375
22/12/22,Clothing,BrandB,3,0,39.2,382.53,19.17,434.96,175
22/12/22,Clothing,BrandB,3,0,38.2,228.54,9.19,229.23,135
18/12/22,Clothing,BrandB,6,1,41.8,149.18,15.93,320.65,476
18/12/22,Clothing,BrandB,6,1,87.3,234.11,44.95,146.11,341
18/12/22,Clothing,BrandB,6,1,75.7,278.38,33.42,320.83,184
6/12/2022,Clothing,BrandB,1,0,46.6,238.33,34.29,221.67,206
2/12/2022,Clothing,BrandB,4,0,77.7,226.35,9.06,270.55,337
28/11/22,Clothing,BrandB,0,0,44,157.04,9.08,447.22,463
28/11/22,Clothing,BrandB,0,0,32.1,452.58,34.04,92.76,280
24/11/22,Clothing,BrandB,3,0,59.2,250.76,46.66,278.8,484
24/11/22,Clothing,BrandB,3,0,86.6,405.61,19.67,446.17,303
16/11/22,Clothing,BrandB,2,0,39.6,241.13,28.61,337,323
8/11/2022,Clothing,BrandB,1,0,23.8,325.56,23.89,426.97,473
4/11/2022,Clothing,BrandB,4,0,20.4,184.96,33.99,211.04,76
31/10/22,Clothing,BrandB,0,0,15.5,496.38,37.6,149.94,312
27/10/22,Clothing,BrandB,3,0,33.4,224.79,24.22,246.8,117
27/10/22,Clothing,BrandB,3,0,35.8,498.89,48.25,191.68,43
23/10/22,Clothing,BrandB,6,1,30.8,283.93,48.09,400.95,435
15/10/22,Clothing,BrandB,5,0,68,167.34,49.43,298.1,46
15/10/22,Clothing,BrandB,5,0,59,343.58,41.88,47.76,440
11/10/2022,Clothing,BrandB,1,0,18.3,149.63,44.31,70.47,110
11/10/2022,Clothing,BrandB,1,0,53.7,278.92,30.96,351.01,82
7/10/2022,Clothing,BrandB,4,0,40.3,167.24,32.65,101.07,484
3/10/2022,Clothing,BrandB,0,0,21.1,79.04,33.79,397.68,357
25/09/22,Clothing,BrandB,6,1,34.7,144.5,28.67,331.9,367
9/9/2022,Clothing,BrandB,4,0,24.3,332.83,44.59,180.74,424
9/9/2022,Clothing,BrandB,4,0,28.1,173.97,12.61,85.37,433
1/9/2022,Clothing,BrandB,3,0,41.4,69.77,15.24,133.33,389
1/9/2022,Clothing,BrandB,3,0,87.7,246.23,7.3,273.86,97
28/08/22,Clothing,BrandB,6,1,89,118.7,28.59,469.78,404
28/08/22,Clothing,BrandB,6,1,78.9,95.35,28.93,292.23,145
20/08/22,Clothing,BrandB,5,0,71.7,423.68,18.35,181.83,63
16/08/22,Clothing,BrandB,1,0,74.4,231.84,39.34,322.9,100
12/8/2022,Clothing,BrandB,4,0,24.4,422.69,11.28,51.73,109
12/8/2022,Clothing,BrandB,4,0,60.8,343.86,29.1,466.77,488
8/8/2022,Clothing,BrandB,0,0,81.3,293.16,21.82,380.94,127
8/8/2022,Clothing,BrandB,0,0,14.3,286.27,31.19,100.2,358
8/8/2022,Clothing,BrandB,0,0,17.9,218.65,19.8,315.67,74
4/8/2022,Clothing,BrandB,3,0,93.2,476.44,30.52,289.52,78
31/07/22,Clothing,BrandB,6,1,43.6,352.04,30.61,372.09,397
27/07/22,Clothing,BrandB,2,0,24,172.75,23.39,143.81,151
23/07/22,Clothing,BrandB,5,0,43.6,311.08,24.32,103.24,467
23/07/22,Clothing,BrandB,5,0,73.5,112.67,31.93,354.83,292
19/07/22,Clothing,BrandB,1,0,62.7,348.45,30.85,345.41,16
15/07/22,Clothing,BrandB,4,0,43.8,170.94,6.72,341.13,194
29/06/22,Clothing,BrandB,2,0,69.7,478.15,18.91,170.51,69
21/06/22,Clothing,BrandB,1,0,6.3,415.58,8.51,341,150
9/6/2022,Clothing,BrandB,3,0,42.9,77.53,14.51,139.92,379
5/6/2022,Clothing,BrandB,6,1,39.1,236.45,21.09,322.55,168
28/05/22,Clothing,BrandB,5,0,52.3,156.04,49.02,261.61,369
24/05/22,Clothing,BrandB,1,0,26.8,250.15,37.37,218.64,67
24/05/22,Clothing,BrandB,1,0,7.3,358.9,38.21,173.7,66
4/5/2022,Clothing,BrandB,2,0,21.5,285.69,39.97,310.39,225
4/5/2022,Clothing,BrandB,2,0,13,424.16,39.58,115.34,164
30/04/22,Clothing,BrandB,5,0,12.2,349.7,46.26,84.77,280
22/04/22,Clothing,BrandB,4,0,85.9,81.5,8.67,382.15,302
18/04/22,Clothing,BrandB,0,0,47.4,263.46,42,222.52,288
18/04/22,Clothing,BrandB,0,0,18.2,380.68,9.28,261.96,212
14/04/22,Clothing,BrandB,3,0,42.2,51.59,15.42,65.51,129
